Mã MH,Tên MH,Số tín chỉ,Nhóm lớp,DK/ Sĩ số,Ngôn ngữ,Nhóm LT,Giảng viên,Nhóm BT,Giảng viên BT/TN,Sĩ số LT,Thứ(Buổi 1),Tiết(Buổi 1),Phòng(Buổi 1),CS(Buổi 1),Thứ(Buổi 2),Tiết(Buổi 2),Phòng(Buổi 2),CS(Buổi 2),Thứ(Buổi 3),Tiết(Buổi 3),Phòng(Buổi 3),CS(Buổi 3)
AS3079 ,Đồ án thiết kế nâng cao,2.0,L01,14/5000,V,L01,Lê Cao Đăng ,, ,5000,,,,1 ,,,,,,,,
AS3079 ,Đồ án thiết kế nâng cao,2.0,T01,0/200,V,T01, ,, ,200,,,,1 ,,,,,,,,
AS3089 ,Thực tập kỹ thuật (nt),1.0,T01,0/200,V,T01, ,, ,200,,,,1 ,,,,,,,,
AS3115 ,ứng dụng vxl trong ktys,3.0,L01,52/60,V,L01, ,, ,60,Thứ 2 ,4 5,H6-210 ,2 ,,,,,,,,
AS3163 ,Đồ án bs cơhọc vậtrắn bd,1.0,L01,1/5000,V,L01,Vũ Công Hòa ,, ,5000,,,,1 ,,,,,,,,
AS3313 ,Thực tập tốt nghiệp,2.0,L01,1/100,V,L01,Phạm Bảo Toàn ,, ,100,,,,1 ,,,,,,,,
AS3313 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,Phạm Bảo Toàn ,, ,200,,,,1 ,,,,,,,,
AS3315 ,Thực tập ngoài trường,2.0,L01,3/300,V,L01, ,, ,300,,,,1 ,,,,,,,,
AS3315 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01, ,, ,200,,,,1 ,,,,,,,,
AS3323 ,Thực tập tốt nghiệp,1.0,T01,0/200,V,T01,Phạm Bảo Toàn ,, ,200,,,,1 ,,,,,,,,
AS3325 ,Thực tập ngoài trường,2.0,L01,2/300,V,L01,Lê Cao Đăng ,, ,300,,,,1 ,,,,,,,,
AS3325 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,Trần Trung Nghĩa ,, ,200,,,,1 ,,,,,,,,
AS3333 ,Thực tập tốt nghiệp,1.0,T01,0/200,V,T01,Phạm Bảo Toàn ,, ,200,,,,1 ,,,,,,,,
AS3335 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01, ,, ,200,,,,1 ,,,,,,,,
AS3343 ,Thực tập tốt nghiệp,2.0,T01,1/200,V,T01,Trần Trung Nghĩa ,, ,200,,,,1 ,,,,,,,,
AS3345 ,Thực tập ngoài trường,2.0,L01,1/300,V,L01,Lê Cao Đăng ,, ,300,,,,1 ,,,,,,,,
AS3345 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,Trần Trung Nghĩa ,, ,200,,,,1 ,,,,,,,,
AS4001 ,ĐAMH Cơ kỹ thuật,1.0,L01,13/5000,V,L01,Nguyễn Tường Long ,, ,5000,,,,1 ,,,,,,,,
AS4001 ,ĐAMH Cơ kỹ thuật,1.0,T01,0/200,V,T01,Nguyễn Tường Long ,, ,200,,,,1 ,,,,,,,,
AS4005 ,Đồ án chuyên ngành (vlkt,2.0,L01,62/62,V,L01,Lê Cao Đăng ,, ,62,,,,1 ,,,,,,,,
AS4005 ,Đồ án chuyên ngành (vlkt,2.0,T01,0/200,V,T01,Lê Cao Đăng ,, ,200,,,,1 ,,,,,,,,
AS4007 ,Đồ án chuyên ngành (ckt),2.0,L01,22/60,V,L01,Nguyễn Tường Long ,, ,60,,,,1 ,,,,,,,,
AS4007 ,Đồ án chuyên ngành (ckt),2.0,T01,0/200,V,T01,Nguyễn Tường Long ,, ,200,,,,1 ,,,,,,,,
AS4311 ,Đề cương luận văn tn,0.0,L01,5/300,V,L01,Nguyễn Thanh Nhã ,, ,300,,,,1 ,,,,,,,,
AS4311 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Nguyễn Thanh Nhã ,, ,200,,,,1 ,,,,,,,,
AS4313 ,Luận văn tốt nghiệp (ckt,9.0,L01,2/300,V,L01,Vũ Công Hòa ,, ,300,,,,1 ,,,,,,,,
AS4313 ,Luận văn tốt nghiệp (ckt,9.0,T01,1/200,V,T01,Vũ Công Hòa ,, ,200,,,,1 ,,,,,,,,
AS4315 ,Đề cương luận văn tn,0.0,L01,4/300,V,L01,Nguyễn Thanh Nhã ,, ,300,,,,1 ,,,,,,,,
AS4315 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Nguyễn Thanh Nhã ,, ,200,,,,1 ,,,,,,,,
AS4317 ,Luận văn tốt nghiệp (ckt,9.0,L01,3/300,V,L01,Vũ Công Hòa ,, ,300,,,,1 ,,,,,,,,
AS4317 ,Luận văn tốt nghiệp (ckt,9.0,T01,0/200,V,T01,Vũ Công Hòa ,, ,200,,,,1 ,,,,,,,,
AS4323 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,Vũ Công Hòa ,, ,200,,,,1 ,,,,,,,,
AS4325 ,Đề cương luận văn tn,0.0,L01,4/300,V,L01,Huỳnh Quang Linh ,, ,300,,,,1 ,,,,,,,,
AS4325 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Huỳnh Quang Linh ,, ,200,,,,1 ,,,,,,,,
AS4327 ,Luận văn tốt nghiệp,9.0,L01,5/300,V,L01,Huỳnh Quang Linh ,, ,300,,,,1 ,,,,,,,,
AS4327 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,Huỳnh Quang Linh ,, ,200,,,,1 ,,,,,,,,
AS4333 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,Vũ Công Hòa ,, ,200,,,,1 ,,,,,,,,
AS4337 ,Đồ án tốt nghiệp (ckt),4.0,T01,0/200,V,T01,Vũ Công Hòa ,, ,200,,,,1 ,,,,,,,,
AS4341 ,Đề cương luận văn tn,0.0,L01,1/300,V,L01,Huỳnh Quang Linh ,, ,300,,,,1 ,,,,,,,,
AS4341 ,Đề cương luận văn tn,0.0,T01,1/200,V,T01,Huỳnh Quang Linh ,, ,200,,,,1 ,,,,,,,,
AS4343 ,Luận văn tốt nghiệp(ktys,9.0,L01,5/300,V,L01,Huỳnh Quang Linh ,, ,300,,,,1 ,,,,,,,,
AS4343 ,Luận văn tốt nghiệp(ktys,9.0,T01,0/200,V,T01,Huỳnh Quang Linh ,, ,200,,,,1 ,,,,,,,,
AS4347 ,Đồ án tốt nghiệp,4.0,L01,0/300,V,L01,Lê Cao Đăng ,, ,300,,,,1 ,,,,,,,,
AS4347 ,Đồ án tốt nghiệp,4.0,T01,0/200,V,T01,Lê Cao Đăng ,, ,200,,,,1 ,,,,,,,,
CH1005 ,Hóa lý hóa keo,3.0,L01,80/80,V,L01,Ngô Mạnh Thắng ,, ,80,Thứ 6 ,11 12,H6-206 ,2 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,A01,24/60,V,A01,Nguyễn Quang Long ,, ,60,Thứ 4 ,2 3,C4-503 ,1 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,A02,31/60,V,A02,Nguyễn Quang Long ,, ,60,Thứ 4 ,7 8,C4-503 ,1 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,CC01,44/45,TA,CC01,Nguyễn Văn Dũng ,, ,45,Thứ 6 ,9 10,B8-301 ,1 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,CC02,32/45,TA,CC02,Trần Thụy Tuyết Mai ,, ,45,Thứ 6 ,11 12,B10-206 ,1 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,CC03,42/45,TA,CC03,Nguyễn Văn Dũng ,, ,45,Thứ 6 ,2 3,B1-309 ,1 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,CC04,44/45,TA,CC04,Ngô Mạnh Thắng ,, ,45,Thứ 6 ,5 6,B10-206 ,1 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,CC05,45/45,TA,CC05,Nguyễn Quang Long ,, ,45,Thứ 5 ,2 3,C6-604 ,1 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,L01,50/60,V,L01,Ngô Mạnh Thắng ,, ,60,Thứ 5 ,8 9,H3-101 ,2 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,L02,59/60,V,L02,Trần Thụy Tuyết Mai ,, ,60,Thứ 5 ,2 3,H3-104 ,2 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,L03,45/60,V,L03,Trần Thụy Tuyết Mai ,, ,60,Thứ 5 ,11 12,H2-201 ,2 ,,,,,,,,
CH2003 ,Hóa lý 1,3.0,L04,60/60,V,L04,Nguyễn Văn Dũng ,, ,60,Thứ 2 ,4 5,H3-505 ,2 ,,,,,,,,
CH2007 ,Hóa học-hóasinh thựcphẩm,4.0,CC01,41/45,TA,CC01,Võ Đình Lệ Tâm ,, ,45,Thứ 2 ,2 3 4,B1-315 ,1 ,,,,,,,,
CH2007 ,Hóa học-hóasinh thựcphẩm,4.0,L01,48/120,V,L01,Tôn Nữ Minh Nguyệt ,, ,120,Thứ 4 ,4 5 6,H6-506 ,2 ,,,,,,,,
CH2019 ,Quátrình &thiết bị cơhọc,3.0,L01,97/120,V,L01,Hoàng Minh Nam ,, ,120,Thứ 3 ,2 3,H2-304 ,2 ,,,,,,,,
CH2021 ,Hóa hữu cơ,3.0,CC01,50/50,TA,CC01,Nguyễn Trần Vũ ,, ,50,Thứ 4 ,3 4 5,B6-304 ,1 ,,,,,,,,
CH2021 ,Hóa hữu cơ,3.0,CC02,50/50,TA,CC02,Nguyễn Thanh Tùng ,, ,50,Thứ 5 ,10 11 12,B4-504 ,1 ,,,,,,,,
CH2021 ,Hóa hữu cơ,3.0,CC03,50/50,TA,CC03,Nguyễn Thanh Tùng ,, ,50,Thứ 5 ,7 8 9,B1-301 ,1 ,,,,,,,,
CH2021 ,Hóa hữu cơ,3.0,CC04,21/45,V,CC04,Nguyễn Đăng Khoa ,, ,45,Thứ 4 ,3 4 5,B6-303 ,1 ,,,,,,,,
CH2021 ,Hóa hữu cơ,3.0,L01,122/122,V,L01,Nguyễn Thái Anh ,, ,122,Thứ 5 ,9 10 11,H6-113 ,2 ,,,,,,,,
CH2021 ,Hóa hữu cơ,3.0,L02,108/120,V,L02,Phan Thị Hoàng Anh ,, ,120,Thứ 5 ,3 4 5,H2-202 ,2 ,,,,,,,,
CH2021 ,Hóa hữu cơ,3.0,L03,120/120,V,L03,Phan Thị Hoàng Anh ,, ,120,Thứ 4 ,7 8 9,H2-202 ,2 ,,,,,,,,
CH2021 ,Hóa hữu cơ,3.0,L04,84/120,V,L04,Lê Vũ Hà ,, ,120,Thứ 6 ,2 3 4,H2-202 ,2 ,,,,,,,,
CH2035 ,Kỹ thuật thực phẩm 2,3.0,CC02,45/45,TA,CC02,Nguyễn Thị Lê Liên ,, ,45,Thứ 4 ,4 5,A4-311 ,1 ,,,,,,,,
CH2035 ,Kỹ thuật thực phẩm 2,3.0,L01,45/80,V,L01,Nguyễn Thị Lê Liên ,, ,80,Thứ 5 ,9 10,H3-502 ,2 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,A01,8/40,V,A01, ,, ,40,Thứ 4 ,8 9 10 11 12,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,A02,40/40,V,A02,Nguyễn Phúc Thanh Duy ,, ,40,Thứ 4 ,2 3 4 5 6,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,CC01,29/30,TA,CC01, ,, ,30,Thứ 5 ,8 9 10 11 12,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,CC02,30/30,TA,CC02,Nguyễn Trường Sơn ,, ,30,Thứ 5 ,2 3 4 5 6,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,CC03,21/30,TA,CC03,Trần Thụy Tuyết Mai ,, ,30,Thứ 2 ,2 3 4 5 6,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,CC04,30/30,TA,CC04,Nguyễn Trường Sơn ,, ,30,Thứ 2 ,8 9 10 11 12,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,CC05,30/30,TA,CC05,Trần Thụy Tuyết Mai ,, ,30,Chủ nhật ,8 9 10 11 12,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,L01,31/40,V,L01, ,, ,40,Chủ nhật ,2 3 4 5 6,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,L02,40/40,V,L02,Nguyễn Phúc Thanh Duy ,, ,40,Thứ 6 ,8 9 10 11 12,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,L03,38/40,V,L03,Nguyễn Ngọc Điền ,, ,40,Thứ 6 ,2 3 4 5 6,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,L04,40/40,V,L04,Nguyễn Phúc Thanh Duy ,, ,40,Thứ 7 ,2 3 4 5 6,B2-214 ,1 ,,,,,,,,
CH2041 ,Thí nghiệm hóa lý,2.0,L05,40/40,V,L05,Nguyễn Phúc Thanh Duy ,, ,40,Thứ 7 ,8 9 10 11 12,B2-214 ,1 ,,,,,,,,
CH2045 ,Vi sinh thực phẩm,3.0,CC01,31/45,TA,CC01, ,, ,45,Thứ 6 ,10 11,B1-310 ,1 ,,,,,,,,
CH2045 ,Vi sinh thực phẩm,3.0,CC02,25/45,TA,CC02, ,, ,45,Thứ 6 ,2 3,B4-602 ,1 ,,,,,,,,
CH2045 ,Vi sinh thực phẩm,3.0,L01,51/60,V,L01, ,, ,60,Thứ 2 ,7 8,H3-103 ,2 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,A01,20/25,V,A01,Lê Vũ Hà ,, ,25,Thứ 3 ,7 8 9 10 11,B2-403 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,A02,16/25,V,A02,Nguyễn Đăng Khoa ,, ,25,Thứ 2 ,2 3 4 5 6,B2-403 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,A03,20/26,V,A03,Phan Nguyễn Quỳnh Anh ,, ,26,Thứ 3 ,2 3 4 5 6,B2-403 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,CC01,25/25,TA,CC01,Nguyễn Đăng Khoa ,, ,25,Thứ 2 ,8 9 10 11 12,B2-404 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,CC02,25/25,TA,CC02,Lê Xuân Tiến ,, ,25,Thứ 7 ,7 8 9 10 11,B2-404 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,CC03,22/25,TA,CC03,Lê Vũ Hà ,, ,25,Thứ 2 ,2 3 4 5 6,B2-404 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,CC04,15/25,TA,CC04,Nguyễn Đăng Khoa ,, ,25,Chủ nhật ,2 3 4 5 6,B2-404 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,CC05,21/25,TA,CC05,Nguyễn Thanh Tùng ,, ,25,Thứ 4 ,2 3 4 5 6,B2-403 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,CC06,23/25,TA,CC06,Lê Vũ Hà ,, ,25,Thứ 4 ,8 9 10 11 12,B2-403 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,CC07,20/25,TA,CC07,Lê Vũ Hà ,, ,25,Chủ nhật ,2 3 4 5 6,B2-403 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,L01,25/25,V,L01,Lê Xuân Huy ,, ,25,Chủ nhật ,8 9 10 11 12,B2-403 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,L02,25/25,V,L02,Nguyễn Trần Vũ ,, ,25,Thứ 3 ,2 3 4 5 6,B2-404 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,L03,25/26,V,L03,Lê Xuân Tiến ,, ,26,Thứ 6 ,2 3 4 5 6,B2-403 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,L04,26/25,V,L04,Nguyễn Thái Anh ,, ,25,Thứ 3 ,8 9 10 11 12,B2-404 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,L05,25/25,V,L05, ,, ,25,Chủ nhật ,8 9 10 11 12,B2-404 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,L06,21/25,V,L06,Phan Nguyễn Quỳnh Anh ,, ,25,Thứ 5 ,2 3 4 5 6,B2-403 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,L07,25/25,V,L07, ,, ,25,Thứ 4 ,2 3 4 5 6,B2-404 ,1 ,,,,,,,,
CH2053 ,Thí nghiệm hóa hữu cơ,2.0,L08,24/25,V,L08,Phan Nguyễn Quỳnh Anh ,, ,25,Thứ 5 ,7 8 9 10 11,B2-403 ,1 ,,,,,,,,
CH2109 ,Hóa lý 2,3.0,L01,40/80,V,L01,Nguyễn Văn Dũng ,, ,80,Thứ 4 ,7 8,H3-207 ,2 ,,,,,,,,
CH2111 ,Thí nghiệm hóa hữu cơ cb,1.0,CC01,23/25,TA,CC01,Nguyễn Đăng Khoa ,, ,25,Thứ 5 ,8 9 10 11 12,B2-404 ,1 ,,,,,,,,
CH2111 ,Thí nghiệm hóa hữu cơ cb,1.0,CC02,25/25,TA,CC02,Lê Vũ Hà ,, ,25,Thứ 5 ,2 3 4 5 6,B2-404 ,1 ,,,,,,,,
CH2111 ,Thí nghiệm hóa hữu cơ cb,1.0,L01,24/25,V,L01, ,, ,25,Thứ 7 ,2 3 4 5 6,B2-404 ,1 ,,,,,,,,
CH2111 ,Thí nghiệm hóa hữu cơ cb,1.0,L02,22/25,V,L02,Phan Nguyễn Quỳnh Anh ,, ,25,Thứ 7 ,2 3 4 5 6,B2-404 ,1 ,,,,,,,,
CH2111 ,Thí nghiệm hóa hữu cơ cb,1.0,L03,21/25,V,L03,Nguyễn Thái Anh ,, ,25,Thứ 7 ,2 3 4 5 6,B2-403 ,1 ,,,,,,,,
CH2111 ,Thí nghiệm hóa hữu cơ cb,1.0,L04,22/25,V,L04,Lê Xuân Huy ,, ,25,Thứ 7 ,2 3 4 5 6,B2-403 ,1 ,,,,,,,,
CH2111 ,Thí nghiệm hóa hữu cơ cb,1.0,L05,24/25,V,L05,Lê Xuân Huy ,, ,25,Thứ 7 ,7 8 9 10 11,B2-403 ,1 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,A02,44/80,V,A02,Đặng Bảo Trung ,, ,80,Thứ 4 ,4 5,C4-503 ,1 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,CC01,42/45,TA,CC01,Trần Thị Kiều Anh ,, ,45,Thứ 3 ,2 3,C6-603 ,1 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,CC02,45/45,TA,CC02,Phan Hồng Phương ,, ,45,Thứ 3 ,4 5,B4-402 ,1 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,CC03,43/45,TA,CC03,Trần Thị Kiều Anh ,, ,45,Thứ 2 ,2 3,B10-202 ,1 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,CC04,45/45,TA,CC04,Trần Thị Kiều Anh ,, ,45,Thứ 2 ,4 5,B6-302 ,1 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,CC05,34/45,TA,CC05,Trần Thị Kiều Anh ,, ,45,Thứ 5 ,11 12,B10-207 ,1 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,L01,77/80,V,L01,Lâm Hoa Hùng ,, ,80,Thứ 5 ,7 8,H6-210 ,2 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,L02,67/80,V,L02,Lâm Hoa Hùng ,, ,80,Thứ 6 ,4 5,H6-506 ,2 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,L03,54/80,V,L03,Lâm Hoa Hùng ,, ,80,Thứ 6 ,2 3,H6-414 ,2 ,,,,,,,,
CH2113 ,Hóa phân tích,3.0,L04,79/80,V,L04,Lâm Hoa Hùng ,, ,80,Thứ 2 ,11 12,H6-213 ,2 ,,,,,,,,
CH2115 ,Thí nghiệm hóa phân tích,1.0,L01,37/35,V,L01,Đỗ Thị An Sa ,, ,35,Thứ 4 ,8 9 10 11 12,B2-206 ,1 ,,,,,,,,
CH2115 ,Thí nghiệm hóa phân tích,1.0,L02,31/35,V,L02,Đỗ Thị An Sa ,, ,35,Thứ 4 ,2 3 4 5 6,B2-206 ,1 ,,,,,,,,
CH2115 ,Thí nghiệm hóa phân tích,1.0,L03,33/35,V,L03,Phan Hồng Phương ,, ,35,Thứ 3 ,8 9 10 11 12,B2-206 ,1 ,,,,,,,,
CH3015 ,T/n quá trình thiết bị,2.0,CC01,22/25,TA,CC01,Nguyễn Thị Lê Liên ,, ,25,Thứ 4 ,8 9 10 11 12,B2-105A ,1 ,,,,,,,,
CH3015 ,T/n quá trình thiết bị,2.0,CC02,23/25,TA,CC02,Nguyễn Hữu Hiếu ,, ,25,Thứ 4 ,2 3 4 5 6,B2-105A ,1 ,,,,,,,,
CH3015 ,T/n quá trình thiết bị,2.0,L01,24/25,V,L01,Nguyễn Sĩ Xuân Ân ,, ,25,Thứ 2 ,7 8 9 10 11,H3-002A ,2 ,,,,,,,,
CH3015 ,T/n quá trình thiết bị,2.0,L02,25/25,V,L02,Nguyễn Thị Như Ngọc ,, ,25,Thứ 2 ,2 3 4 5 6,H3-002A ,2 ,,,,,,,,
CH3015 ,T/n quá trình thiết bị,2.0,L03,25/25,V,L03,Ngô Văn Tuyền ,, ,25,Thứ 3 ,2 3 4 5 6,H3-002A ,2 ,,,,,,,,
CH3217 ,ĐAMH c/ngành hóa dầu,2.0,T01,0/200,V,T01,Nguyễn Kim Trung ,, ,200,,,,1 ,,,,,,,,
CH3245 ,Cơ sở công nghiệp cn sh,2.0,L01,10/60,V,L01,Huỳnh Ngọc Oanh ,, ,60,Thứ 3 ,7 8,H6-109 ,2 ,,,,,,,,
CH3309 ,Thiết kế thí nghiệm và xử lý số liệu,3.0,L01,60/60,V,L01,Nguyễn Hoàng Dũng ,, ,60,Thứ 5 ,7 8,H3-505 ,2 ,,,,,,,,
CH3313 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,Nguyễn Kim Trung ,, ,200,,,,1 ,,,,,,,,
CH3323 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,Nguyễn Ngọc Điền ,, ,200,,,,1 ,,,,,,,,
CH3325 ,Thực tập ngoài trường,2.0,CC01,0/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CH3325 ,Thực tập ngoài trường,2.0,L01,1/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CH3325 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CH3329 ,Các p/pháp phân tích hđ,3.0,A01,47/80,V,A01,Đặng Bảo Trung ,, ,80,Thứ 5 ,8 9,C4-503 ,1 ,,,,,,,,
CH3329 ,Các p/pháp phân tích hđ,3.0,CC01,39/45,TA,CC01,Đặng Bảo Trung ,, ,45,Thứ 5 ,5 6,B1-313 ,1 ,,,,,,,,
CH3329 ,Các p/pháp phân tích hđ,3.0,CC02,37/45,TA,CC02,Đặng Bảo Trung ,, ,45,Thứ 3 ,9 10,B1-212 ,1 ,,,,,,,,
CH3329 ,Các p/pháp phân tích hđ,3.0,L01,80/80,V,L01,Đặng Bảo Trung ,, ,80,Thứ 3 ,4 5,H6-415 ,2 ,,,,,,,,
CH3331 ,Cs vậtliệu &bảo vệ ănmòn,3.0,A01,13/80,V,A01,Nguyễn Trường Sơn ,, ,80,Thứ 6 ,11 12,C4-503 ,1 ,,,,,,,,
CH3331 ,Cs vậtliệu &bảo vệ ănmòn,3.0,CC01,45/45,TA,CC01,Nguyễn Trường Sơn ,, ,45,Thứ 6 ,7 8,B6-302 ,1 ,,,,,,,,
CH3331 ,Cs vậtliệu &bảo vệ ănmòn,3.0,L01,85/85,V,L01,Nguyễn Trường Sơn ,, ,85,Thứ 4 ,11 12,H6-206 ,2 ,,,,,,,,
CH3333 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,Nguyễn Thị Hiền ,, ,200,,,,1 ,,,,,,,,
CH3335 ,Thực tập ngoài trường,2.0,CC01,0/300,TA,CC01,Châu Trần Diễm ái ,, ,300,,,,1 ,,,,,,,,
CH3335 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,Nguyễn Thị Hiền ,, ,200,,,,1 ,,,,,,,,
CH3337 ,Tổng hợp hữu cơ hóa dầu,3.0,L01,38/60,V,L01,Đào Thị Kim Thoa ,, ,60,Thứ 6 ,3 4,H2-205 ,2 ,,,,,,,,
CH3343 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,Lê Minh Viễn ,, ,200,,,,1 ,,,,,,,,
CH3345 ,Thực tập ngoài trường,3.0,L01,1/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CH3345 ,Thực tập ngoài trường,3.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CH3353 ,Thực tập tốt nghiệp,2.0,CC01,1/500,V,CC01,Tạ Đăng Khoa ,, ,500,,,,1 ,,,,,,,,
CH3353 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,Lê Phan Hoàng Chiêu ,, ,200,,,,1 ,,,,,,,,
CH3355 ,Thực tập ngoài trường,2.0,CC01,4/300,TA,CC01,Ngô Văn Tuyền ,, ,300,,,,1 ,,,,,,,,
CH3355 ,Thực tập ngoài trường,2.0,L01,0/300,V,L01,Ngô Văn Tuyền ,, ,300,,,,1 ,,,,,,,,
CH3355 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,Trần Lê Hải ,, ,200,,,,1 ,,,,,,,,
CH3363 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,Lê Vũ Hà ,, ,200,,,,1 ,,,,,,,,
CH3365 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,Nguyễn Thị Như Ngọc ,, ,200,,,,1 ,,,,,,,,
CH3369 ,Dinh dưỡng,3.0,CC01,27/45,TA,CC01,Võ Đình Lệ Tâm ,, ,45,Thứ 6 ,7 8,B1-211 ,1 ,,,,,,,,
CH3369 ,Dinh dưỡng,3.0,CC02,13/45,TA,CC02,Võ Đình Lệ Tâm ,, ,45,Thứ 6 ,4 5,B1-215 ,1 ,,,,,,,,
CH3369 ,Dinh dưỡng,3.0,L01,47/80,V,L01,Trần Thị Thu Trà ,, ,80,Thứ 3 ,5 6,H3-502 ,2 ,,,,,,,,
CH3371 ,Phân tích thực phẩm,3.0,CC02,40/45,TA,CC02,Nguyễn Thị Lan Phi ,, ,45,Thứ 4 ,7 8,C6-603 ,1 ,,,,,,,,
CH3371 ,Phân tích thực phẩm,3.0,L01,48/80,V,L01,Nguyễn Thị Quỳnh Ngọc ,, ,80,Thứ 3 ,9 10,H3-505 ,2 ,,,,,,,,
CH3373 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,Nguyễn Thị Hiền ,, ,200,,,,1 ,,,,,,,,
CH3375 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,Nguyễn Thị Hiền ,, ,200,,,,1 ,,,,,,,,
CH3383 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,Lê Vũ Hà ,, ,200,,,,1 ,,,,,,,,
