Mã MH,Tên MH,Số tín chỉ,Nhóm lớp,DK/ Sĩ số,Ngôn ngữ,Nhóm LT,Giảng viên,Nhóm BT,Giảng viên BT/TN,Sĩ số LT,Thứ(Buổi 1),Tiết(Buổi 1),Phòng(Buổi 1),CS(Buổi 1),Thứ(Buổi 2),Tiết(Buổi 2),Phòng(Buổi 2),CS(Buổi 2),Thứ(Buổi 3),Tiết(Buổi 3),Phòng(Buổi 3),CS(Buổi 3)
CI4171 ,Đồ án chuyên ngành,2.0,T01,0/200,V,T01,Lê Bá Khánh ,, ,200,,,,1 ,,,,,,,,
CI4173 ,Đồ án chuyên ngành,2.0,L01,5/300,V,L01,Nguyễn Quang Trưởng ,, ,300,,,,1 ,,,,,,,,
CI4173 ,Đồ án chuyên ngành,2.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4175 ,Đồ án chuyên ngành,2.0,L01,2/300,V,L01,Nguyễn Quang Trưởng ,, ,300,,,,1 ,,,,,,,,
CI4175 ,Đồ án chuyên ngành,2.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4177 ,T/kế kiến trúc IV - ctph,4.0,L01,30/65,V,L01,Trần Công Danh ,, ,65,Thứ 3 ,7 8,H3-206 ,2 ,,,,,,,,
CI4179 ,Đồ án thiết kế nội thất,2.0,L01,24/300,V,L01,Trần Mai Hương ,, ,300,,,,1 ,,,,,,,,
CI4179 ,Đồ án thiết kế nội thất,2.0,T01,0/200,V,T01,Nguyễn Quốc Vinh ,, ,200,,,,1 ,,,,,,,,
CI4181 ,Lãnh đạo và khởi nghiệp,3.0,L01,60/60,V,L01,Lưu Xuân Lộc ,, ,60,Thứ 5 ,9 10,H3-206 ,2 ,Thứ 5 ,9 10,H3-206 ,2 ,,,,
CI4183 ,Lãnh đạo & quản lý dự án,3.0,L01,90/90,V,L01,Phan Quang Hưng ,, ,90,Thứ 5 ,4 5,H3-404 ,2 ,Thứ 5 ,4 5,H3-404 ,2 ,,,,
CI4187 ,Thiên tai &b/đổi khí hậu,3.0,L01,16/60,V,L01,Nguyễn Danh Thảo ,, ,60,Thứ 3 ,4 5,H3-305 ,2 ,,,,,,,,
CI4189 ,Q/hoạch tổ chức thi công,3.0,CC01,38/45,TA,CC01,Nguyễn Anh Thư ,, ,45,Thứ 4 ,2 3,B1-303 ,1 ,,,,,,,,
CI4189 ,Q/hoạch tổ chức thi công,3.0,L01,10/60,V,L01,Trần Đức Học ,, ,60,Thứ 4 ,7 8,H6-415 ,2 ,,,,,,,,
CI4189 ,Q/hoạch tổ chức thi công,3.0,L03,50/60,V,L03,Lưu Xuân Lộc ,, ,60,Thứ 6 ,2 3,H3-506 ,2 ,,,,,,,,
CI4189 ,Q/hoạch tổ chức thi công,3.0,L04,21/60,V,L04, ,, ,60,Thứ 3 ,11 12,H2-402 ,2 ,,,,,,,,
CI4189 ,Q/hoạch tổ chức thi công,3.0,L05,60/60,V,L05, ,, ,60,Thứ 3 ,4 5,H2-305 ,2 ,,,,,,,,
CI4189 ,Q/hoạch tổ chức thi công,3.0,L06,57/60,V,L06,Huỳnh Nhật Minh ,, ,60,Thứ 4 ,4 5,H6-413 ,2 ,,,,,,,,
CI4189 ,Q/hoạch tổ chức thi công,3.0,L07,17/60,V,L07,Huỳnh Nhật Minh ,, ,60,Thứ 4 ,2 3,H3-101 ,2 ,,,,,,,,
CI4199 ,Đồ án chuyên ngành,2.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4303 ,Thiết kế dựán tốt nghiệp,9.0,L01,9/300,V,L01,Nguyễn Quốc Vinh ,, ,300,,,,1 ,,,,,,,,
CI4303 ,Thiết kế dựán tốt nghiệp,9.0,T01,0/200,V,T01,Nguyễn Quốc Vinh ,, ,200,,,,1 ,,,,,,,,
CI4311 ,Đề cương luận văn tn,0.0,CC01,1/300,TA,CC01,Văn Hồng Tấn ,, ,300,,,,1 ,,,,,,,,
CI4311 ,Đề cương luận văn tn,0.0,L01,6/300,V,L01,Lê Bá Khánh ,, ,300,,,,1 ,,,,,,,,
CI4311 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Văn Hồng Tấn ,, ,200,,,,1 ,,,,,,,,
CI4313 ,Luận văn tốt nghiệp (cđ),9.0,L01,9/300,V,L01,Nguyễn Xuân Long ,, ,300,,,,1 ,,,,,,,,
CI4313 ,Luận văn tốt nghiệp (cđ),9.0,T01,3/200,V,T01,Nguyễn Xuân Long ,, ,200,,,,1 ,,,,,,,,
CI4315 ,Đề cương luận văn tn,0.0,CC01,5/300,TA,CC01,Văn Hồng Tấn ,, ,300,,,,1 ,,,,,,,,
CI4315 ,Đề cương luận văn tn,0.0,L01,13/300,V,L01,Nguyễn Xuân Long ,, ,300,,,,1 ,,,,,,,,
CI4315 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Vũ Việt Hùng ,, ,200,,,,1 ,,,,,,,,
CI4317 ,Luận văn tốt nghiệp,9.0,L01,6/300,V,L01,Nguyễn Xuân Long ,, ,300,,,,1 ,,,,,,,,
CI4317 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,Nguyễn Xuân Long ,, ,200,,,,1 ,,,,,,,,
CI4321 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4323 ,Luận văn tốt nghiệp(qlgt,9.0,T01,0/200,V,T01,Nguyễn Xuân Long ,, ,200,,,,1 ,,,,,,,,
CI4325 ,Đề cương luận văn tn,0.0,L01,8/300,V,L01,Nguyễn Quang Trưởng ,, ,300,,,,1 ,,,,,,,,
CI4325 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4327 ,Luận văn tốt nghiệp(csht,9.0,L01,4/300,V,L01,Nguyễn Quang Trưởng ,, ,300,,,,1 ,,,,,,,,
CI4327 ,Luận văn tốt nghiệp(csht,9.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4331 ,Đề cương luận văn tn,0.0,L01,2/300,V,L01,Vũ Xuân Dũng ,, ,300,,,,1 ,,,,,,,,
CI4331 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Vũ Xuân Dũng ,, ,200,,,,1 ,,,,,,,,
CI4333 ,Luận văn tốt nghiệp (ctb,9.0,L01,3/300,V,L01,Vũ Xuân Dũng ,, ,300,,,,1 ,,,,,,,,
CI4333 ,Luận văn tốt nghiệp (ctb,9.0,T01,2/200,V,T01,Vũ Xuân Dũng ,, ,200,,,,1 ,,,,,,,,
CI4335 ,Đề cương luận văn tn,0.0,L01,6/300,V,L01,Vũ Xuân Dũng ,, ,300,,,,1 ,,,,,,,,
CI4335 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Vũ Xuân Dũng ,, ,200,,,,1 ,,,,,,,,
CI4337 ,Luận văn tốt nghiệp (ctb,9.0,L01,2/300,V,L01,Vũ Xuân Dũng ,, ,300,,,,1 ,,,,,,,,
CI4337 ,Luận văn tốt nghiệp (ctb,9.0,T01,0/200,V,T01,Vũ Xuân Dũng ,, ,200,,,,1 ,,,,,,,,
CI4341 ,Đề cương luận văn tn,0.0,B01,2/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CI4341 ,Đề cương luận văn tn,0.0,CC01,0/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CI4341 ,Đề cương luận văn tn,0.0,L01,3/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CI4341 ,Đề cương luận văn tn,0.0,T01,7/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4343 ,Luận văn tốt nghiệp,9.0,B01,0/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CI4343 ,Luận văn tốt nghiệp,9.0,CC01,3/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CI4343 ,Luận văn tốt nghiệp,9.0,L01,15/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CI4343 ,Luận văn tốt nghiệp,9.0,T01,12/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4345 ,Đề cương luận văn tn,0.0,B01,3/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CI4345 ,Đề cương luận văn tn,0.0,CC01,10/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CI4345 ,Đề cương luận văn tn,0.0,L01,14/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CI4345 ,Đề cương luận văn tn,0.0,T01,2/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4347 ,Luận văn tốt nghiệp,9.0,B01,1/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CI4347 ,Luận văn tốt nghiệp,9.0,CC01,5/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CI4347 ,Luận văn tốt nghiệp,9.0,L01,51/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CI4347 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4351 ,Đề cương luận văn tn,0.0,L01,0/300,V,L01,Nguyễn Ngọc Lâu ,, ,300,,,,1 ,,,,,,,,
CI4351 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4353 ,Luận văn tốt nghiệp (tdi,9.0,L01,0/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CI4353 ,Luận văn tốt nghiệp (tdi,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4355 ,Đề cương luận văn tn,0.0,L01,2/300,V,L01,Nguyễn Ngọc Lâu ,, ,300,,,,1 ,,,,,,,,
CI4355 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4357 ,Luận văn tốt nghiệp,9.0,L01,1/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CI4357 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4361 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4363 ,Luận văn tốt nghiệp,9.0,B01,0/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CI4363 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4365 ,Đề cương luận văn tn,0.0,L01,0/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CI4365 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4367 ,Luận văn tốt nghiệp (vxd,9.0,L01,4/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CI4367 ,Luận văn tốt nghiệp (vxd,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4371 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4373 ,Luận văn tốt nghiệp (ctt,9.0,L01,0/300,V,L01,Nguyễn Quang Trưởng ,, ,300,,,,1 ,,,,,,,,
CI4373 ,Luận văn tốt nghiệp (ctt,9.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4375 ,Đề cương luận văn tn,0.0,L01,2/300,V,L01,Nguyễn Quang Trưởng ,, ,300,,,,1 ,,,,,,,,
CI4375 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Trần Hải Yến ,, ,200,,,,1 ,,,,,,,,
CI4377 ,Luận văn tốt nghiệp,9.0,L01,1/300,V,L01,Nguyễn Quang Trưởng ,, ,300,,,,1 ,,,,,,,,
CI4377 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,Trần Hải Yến ,, ,200,,,,1 ,,,,,,,,
CI4381 ,Đề cương luận văn tn,0.0,L01,2/300,V,L01,Nguyễn Quang Trưởng ,, ,300,,,,1 ,,,,,,,,
CI4381 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4383 ,Luận văn tốt nghiệp(csht,9.0,L01,6/300,V,L01,Nguyễn Quang Trưởng ,, ,300,,,,1 ,,,,,,,,
CI4383 ,Luận văn tốt nghiệp(csht,9.0,T01,1/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4385 ,Thực tập kỹ sư,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4391 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4393 ,Luận văn tốt nghiệp (vxd,9.0,L01,1/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CI4393 ,Luận văn tốt nghiệp (vxd,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4395 ,Thực tập kỹ sư,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4417 ,Đồ án tốt nghiệp,4.0,T01,0/200,V,T01,Nguyễn Xuân Long ,, ,200,,,,1 ,,,,,,,,
CI4427 ,Đồ án tốt nghiệp,4.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4437 ,Đồ án tốt nghiệp,4.0,T01,0/200,V,T01,Lê Tuấn Anh ,, ,200,,,,1 ,,,,,,,,
CI4447 ,Đồ án tốt nghiệp,4.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4457 ,Đồ án tốt nghiệp,4.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4467 ,Đồ án tốt nghiệp,4.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI4477 ,Đồ án tốt nghiệp,4.0,T01,0/200,V,T01,Nguyễn Quang Trưởng ,, ,200,,,,1 ,,,,,,,,
CI4487 ,Đồ án tốt nghiệp,4.0,T01,0/200,V,T01,Nguyễn Quốc Vinh ,, ,200,,,,1 ,,,,,,,,
CI5017 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CI5027 ,Luận văn tốt nghiệp,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO1007 ,Cấutrúc rời rạc cho KHMT,4.0,CC01,44/45,TA,CC01,Trần Tuấn Anh ,, ,45,Thứ 4 ,8 9 10,B10-207 ,1 ,,,,,,,,
CO1007 ,Cấutrúc rời rạc cho KHMT,4.0,CC02,45/45,TA,CC02,Trần Tuấn Anh ,, ,45,Thứ 3 ,2 3 4,B1-315 ,1 ,,,,,,,,
CO1007 ,Cấutrúc rời rạc cho KHMT,4.0,DT01,41/120,V,DT01, ,, ,120,Chủ nhật ,7 8 9,B4-505 ,1 ,,,,,,,,
CO1007 ,Cấutrúc rời rạc cho KHMT,4.0,L01,120/120,V,L01,Nguyễn Ngọc Lễ ,, ,120,Thứ 4 ,10 11 12,H6-308 ,2 ,,,,,,,,
CO1029 ,Đồ án hệ thống số,1.0,CC01,3/500,V,CC01,,, ,500,,,,1 ,,,,,,,,
CO1029 ,Đồ án hệ thống số,1.0,L01,2/100,V,L01,,, ,100,,,,1 ,,,,,,,,
CO1029 ,Đồ án hệ thống số,1.0,T01,2/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO1031 ,Đồ án kỹ thuật lập trình,1.0,CC01,5/500,V,CC01,Nguyễn Đức Dũng ,, ,500,,,,1 ,,,,,,,,
CO1031 ,Đồ án kỹ thuật lập trình,1.0,L01,5/100,V,L01, ,, ,100,,,,1 ,,,,,,,,
CO1031 ,Đồ án kỹ thuật lập trình,1.0,T01,2/200,V,T01, ,, ,200,,,,1 ,,,,,,,,
CO2001 ,Kỹnăng chnghiệp cho kỹsư,3.0,DT01,55/60,V,DT01,Nguyễn Thanh Bình ,, ,60,Thứ 3 ,14 15,B4-301 ,1 ,,,,,,,,
CO2001 ,Kỹnăng chnghiệp cho kỹsư,3.0,L01,70/70,V,L01,Nguyễn Cao Trí ,, ,70,Thứ 3 ,2 3,H6-113 ,2 ,,,,,,,,
CO2001 ,Kỹnăng chnghiệp cho kỹsư,3.0,L02,70/70,V,L02,Nguyễn Cao Trí ,, ,70,Thứ 3 ,4 5,H6-113 ,2 ,,,,,,,,
CO2001 ,Kỹnăng chnghiệp cho kỹsư,3.0,L03,70/70,V,L03,Nguyễn Cao Trí ,, ,70,Thứ 3 ,7 8,H6-113 ,2 ,,,,,,,,
CO2001 ,Kỹnăng chnghiệp cho kỹsư,3.0,L04,70/70,V,L04,Nguyễn Cao Trí ,, ,70,Thứ 3 ,9 10,H6-113 ,2 ,,,,,,,,
CO2011 ,Mô hình hóa toán học,3.0,CC01,44/45,TA,CC01,Nguyễn An Khương ,, ,45,Thứ 6 ,8 9,B6-303 ,1 ,,,,,,,,
CO2011 ,Mô hình hóa toán học,3.0,CC02,19/45,TA,CC02,Nguyễn An Khương ,, ,45,Thứ 6 ,10 11,B6-303 ,1 ,,,,,,,,
CO2011 ,Mô hình hóa toán học,3.0,CC03,30/45,TA,CC03,Nguyễn Tiến Thịnh ,, ,45,Thứ 6 ,11 12,C6-604 ,1 ,,,,,,,,
CO2011 ,Mô hình hóa toán học,3.0,CC04,41/45,TA,CC04,Nguyễn Tiến Thịnh ,, ,45,Thứ 6 ,8 9,C6-604 ,1 ,,,,,,,,
CO2011 ,Mô hình hóa toán học,3.0,CC05,43/45,TA,CC05,Nguyễn Tiến Thịnh ,, ,45,Thứ 3 ,4 5,B1-210 ,1 ,,,,,,,,
CO2011 ,Mô hình hóa toán học,3.0,CC06,45/45,TA,CC06,Nguyễn Tiến Thịnh ,, ,45,Thứ 3 ,2 3,B6-302 ,1 ,,,,,,,,
CO2011 ,Mô hình hóa toán học,3.0,CN01,18/45,V,CN01,Nguyễn An Khương ,, ,45,Thứ 2 ,2 3,C6-604 ,1 ,Thứ 2 ,2 3,C6-604 ,1 ,,,,
CO2011 ,Mô hình hóa toán học,3.0,CN02,46/45,V,CN02,Nguyễn An Khương ,, ,45,Thứ 2 ,7 8,C6-603 ,1 ,Thứ 2 ,7 8,C6-603 ,1 ,,,,
CO2011 ,Mô hình hóa toán học,3.0,L01,61/80,V,L01,Nguyễn An Khương ,, ,80,Thứ 6 ,2 3,H3-206 ,2 ,Thứ 6 ,2 3,H3-206 ,2 ,Thứ 6 ,2 3,H3-206 ,2 
CO2011 ,Mô hình hóa toán học,3.0,L02,73/80,V,L02,Trần Hồng Tài ,, ,80,Thứ 6 ,11 12,H6-112 ,2 ,Thứ 6 ,11 12,H6-112 ,2 ,,,,
CO2011 ,Mô hình hóa toán học,3.0,L03,50/80,V,L03,Nguyễn An Khương ,, ,80,Thứ 2 ,2 3,H3-303 ,2 ,Thứ 2 ,2 3,H3-303 ,2 ,Thứ 2 ,2 3,H3-303 ,2 
CO2011 ,Mô hình hóa toán học,3.0,L04,79/80,V,L04,Lê Hồng Trang ,, ,80,Thứ 2 ,4 5,H6-310 ,2 ,Thứ 2 ,4 5,H6-310 ,2 ,Thứ 2 ,4 5,H6-310 ,2 
CO2011 ,Mô hình hóa toán học,3.0,L05,64/80,V,L05,Nguyễn An Khương ,, ,80,Thứ 5 ,2 3,H3-506 ,2 ,Thứ 5 ,2 3,H3-506 ,2 ,Thứ 5 ,2 3,H3-506 ,2 
CO2011 ,Mô hình hóa toán học,3.0,L06,79/80,V,L06,Nguyễn An Khương ,, ,80,Thứ 5 ,8 9,H6-415 ,2 ,Thứ 5 ,8 9,H6-415 ,2 ,Thứ 5 ,8 9,H6-415 ,2 
CO2021 ,ĐAMH thiết kế luận lý,1.0,CC01,4/5000,TA,CC01,,, ,5000,,,,1 ,,,,,,,,
CO2021 ,ĐAMH thiết kế luận lý,1.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO2023 ,Đồ án 1,1.0,T01,4/200,V,T01,Trần Quang ,, ,200,,,,1 ,,,,,,,,
CO2039 ,Lập trình nâng cao,3.0,DL01,39/60,V,DL01,Lê Đình Thuận ,, ,60,Thứ 7 ,4 5,HANGOUT_TUONGTAC ,2 ,,,,,,,,
CO2041 ,Đồ án thựctập pc máytính,2.0,CC01,1/500,V,CC01,,, ,500,,,,1 ,,,,,,,,
CO2041 ,Đồ án thựctập pc máytính,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO2043 ,Đồ án lập trình nâng cao,1.0,CC01,3/500,V,CC01,,, ,500,,,,1 ,,,,,,,,
CO2043 ,Đồ án lập trình nâng cao,1.0,L01,8/100,V,L01,,, ,100,,,,1 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,CC01,27/45,TA,CC01,Quản Thành Thơ ,, ,45,Thứ 4 ,7 8,B6-305 ,1 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,CC02,39/45,TA,CC02,Quản Thành Thơ ,, ,45,Thứ 4 ,9 10,B6-305 ,1 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,CC03,36/45,TA,CC03,Trương Tuấn Anh ,, ,45,Thứ 3 ,7 8,B1-315 ,1 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,CC04,30/45,TA,CC04,Quản Thành Thơ ,, ,45,Thứ 3 ,2 3,B10-203 ,1 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,CC05,28/45,TA,CC05,Trương Tuấn Anh ,, ,45,Thứ 6 ,9 10,B4-303 ,1 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,CN01,11/45,V,CN01,Nguyễn Văn Hiệp ,, ,45,Thứ 6 ,4 5,B4-305 ,1 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,CN02,12/45,V,CN02,Nguyễn Văn Hiệp ,, ,45,Thứ 2 ,8 9,B1-308 ,1 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,DT01,10/30,V,DT01,,, ,30,Thứ 2 ,13 14 15,A4-312 ,1 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,L01,80/80,V,L01,Lê Đình Thuận ,, ,80,Thứ 2 ,4 5,H6-213 ,2 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,L02,51/80,V,L02,Lê Đình Thuận ,, ,80,Thứ 5 ,11 12,H3-103 ,2 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,L03,71/80,V,L03,Lê Đình Thuận ,, ,80,Thứ 5 ,2 3,H3-505 ,2 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,L04,61/80,V,L04,Lê Đình Thuận ,, ,80,Thứ 4 ,2 3,H6-206 ,2 ,,,,,,,,
CO3001 ,Công nghệ phần mềm,3.0,L05,51/80,V,L05,Lê Đình Thuận ,, ,80,Thứ 4 ,4 5,H3-101 ,2 ,,,,,,,,
CO3005 ,Ng/lý ngôn ngữ lập trình,4.0,L01,149/150,V,L01, ,, ,150,Thứ 6 ,2 3 4,H2-206 ,2 ,,,,,,,,
CO3007 ,Đánhgiá hiệunăng hệ thốg,3.0,CC01,39/45,TA,CC01,Trần Văn Hoài ,, ,45,Thứ 2 ,9 10,B1-201 ,1 ,,,,,,,,
CO3007 ,Đánhgiá hiệunăng hệ thốg,3.0,CC02,11/45,TA,CC02,Trần Văn Hoài ,, ,45,Thứ 2 ,11 12,B1-211 ,1 ,,,,,,,,
CO3007 ,Đánhgiá hiệunăng hệ thốg,3.0,L01,54/60,V,L01,Trần Văn Hoài ,, ,60,Thứ 6 ,4 5,H6-312 ,2 ,,,,,,,,
CO3007 ,Đánhgiá hiệunăng hệ thốg,3.0,L02,54/60,V,L02,Trần Văn Hoài ,, ,60,Thứ 6 ,9 10,H3-404 ,2 ,,,,,,,,
CO3015 ,Kiểm tra phần mềm,3.0,CC01,45/45,TA,CC01,Bùi Hoài Thắng ,, ,45,Thứ 2 ,11 12,C6-602 ,1 ,,,,,,,,
CO3015 ,Kiểm tra phần mềm,3.0,L01,72/82,V,L01,Bùi Hoài Thắng ,, ,82,Thứ 4 ,9 10,H2-404 ,2 ,,,,,,,,
CO3015 ,Kiểm tra phần mềm,3.0,L02,82/80,V,L02,Bùi Hoài Thắng ,, ,80,Thứ 4 ,7 8,H6-313 ,2 ,,,,,,,,
CO3021 ,Hệ quản trị cơsở dữ liệu,3.0,CC01,45/45,TA,CC01,Võ Thị Ngọc Châu ,, ,45,Thứ 5 ,2 3,B1-301 ,1 ,,,,,,,,
CO3021 ,Hệ quản trị cơsở dữ liệu,3.0,L01,60/60,V,L01,Võ Thị Ngọc Châu ,, ,60,Thứ 5 ,9 10,H3-207 ,2 ,,,,,,,,
CO3023 ,C/sở dữliệu phântán &hđt,3.0,L01,32/60,V,L01,Nguyễn Đình Thành ,, ,60,Thứ 4 ,11 12,H3-302 ,2 ,,,,,,,,
CO3027 ,Thương mại điện tử,3.0,CC01,45/45,TA,CC01,Nguyễn Thanh Bình ,, ,45,Thứ 3 ,4 5,B1-302 ,1 ,,,,,,,,
CO3027 ,Thương mại điện tử,3.0,L01,65/65,V,L01,Trần Thị Quế Nguyệt ,, ,65,Thứ 3 ,8 9,H6-213 ,2 ,,,,,,,,
CO3029 ,Khai phá dữ liệu,3.0,CC01,45/45,TA,CC01,Trần Minh Quang ,, ,45,Thứ 6 ,2 3,C6-604 ,1 ,,,,,,,,
CO3029 ,Khai phá dữ liệu,3.0,L01,60/60,V,L01,Lê Hồng Trang ,, ,60,Thứ 6 ,9 10,H2-405 ,2 ,,,,,,,,
CO3043 ,Phát triển ứd trên tbdđ,3.0,L01,60/60,V,L01,Hoàng Lê Hải Thanh ,, ,60,Thứ 4 ,9 10,H6-206 ,2 ,,,,,,,,
CO3045 ,Lập trình game,3.0,L01,60/60,V,L01,Vương Bá Thịnh ,, ,60,Thứ 3 ,11 12,H6-306 ,2 ,,,,,,,,
CO3055 ,Thực tập công nghệ pm,2.0,CC01,2/5000,TA,CC01,,, ,5000,,,,1 ,,,,,,,,
CO3055 ,Thực tập công nghệ pm,2.0,L01,7/5000,V,L01,,, ,5000,,,,1 ,,,,,,,,
CO3055 ,Thực tập công nghệ pm,2.0,T01,1/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3059 ,Đồ họa máy tính,3.0,L01,60/60,V,L01,Trần Giang Sơn ,, ,60,Thứ 2 ,11 12,H2-405 ,2 ,,,,,,,,
CO3061 ,Nhập môn trítuệ nhân tạo,3.0,L01,79/80,V,L01,Vương Bá Thịnh ,, ,80,Thứ 6 ,9 10,H6-110 ,2 ,,,,,,,,
CO3061 ,Nhập môn trítuệ nhân tạo,3.0,L02,80/80,V,L02,Vương Bá Thịnh ,, ,80,Thứ 6 ,7 8,H6-411 ,2 ,,,,,,,,
CO3063 ,Đồ án môn học kỹthuật mt,2.0,CC01,5/5000,TA,CC01,,, ,5000,,,,1 ,,,,,,,,
CO3063 ,Đồ án môn học kỹthuật mt,2.0,L01,11/5000,V,L01,,, ,5000,,,,1 ,,,,,,,,
CO3063 ,Đồ án môn học kỹthuật mt,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3075 ,Đồ án 2,1.0,T01,1/200,V,T01,Nguyễn Thị Kim Cương ,, ,200,,,,1 ,,,,,,,,
CO3087 ,Thực tập đồ án đa ngành,2.0,CC01,10/5000,TA,CC01,,, ,5000,,,,1 ,,,,,,,,
CO3087 ,Thực tập đồ án đa ngành,2.0,L01,17/5000,V,L01,,, ,5000,,,,1 ,,,,,,,,
CO3087 ,Thực tập đồ án đa ngành,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
